title,company,category,status,min_edu,min_exp,description,url,imgUrl
Supply Chain Engineer,Pt. Grinviro Biotekno Indonesia,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Supply Chain Engineer at Pt. Grinviro Biotekno IndonesiaKualifikasi : Pendidikan Min. S1 dibidang terkaitPengalaman Min. 3 tahun dibidang suplly chain management khususnya di perusahaan kontraktor Bisa berbahasa inggris aktif Memahami regulasi tentang proses perizinan distrubusi barang dan ekspor/imporDiutamakan mengetahui standard material sesuai dengan permintaan customer (JIS, ANSI, ASME, dll)Mampu mencari vendor atau supplier material/produk secara cepat dan tepat baik lokal maupun import Keterampilan analitis, komunikasi dan interpersonal yang sangat baik.Bersedia ditempatkan di Tangerang maupun Cikande Read Less",https://glints.com/id/en/opportunities/jobs/supply-chain-engineer/474b0669-0d45-4d16-8d86-a75454939d04?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a3bb15b006207c367df456bae5140ff8.png
STAF GUDANG BANDUNG,Plaza Parts Indo Bandung,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for STAF GUDANG BANDUNG at Plaza Parts Indo Bandung- melakukan bongkar muat barang- menyusun dan merapihkan stock barang- stock opname secara rutin Read Less,https://glints.com/id/en/opportunities/jobs/staf-gudang-bandung/6dce73fa-6aba-4a75-bce2-77ce7bc33dc1?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8e1909616ce78651dde5f4240a985c8f.jpg
Supervisor Gudang,PT. Karya Indah Multikreasindo,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,Less than a year of experience,"Job description for Supervisor Gudang at PT. Karya Indah MultikreasindoJob DescriptionMelakukan pengecekan proses keluar masuk kendaraan ke gudangMelakukan pengecekan dan pencatatan barang yang keluar dan masukMelakukan pengecekan surat - surat kelengkapan dokumen bagi kendaraan yang keluar dan masuk gudangMelakukan penginputan segala data ke dalam sistemMelakukan pengarahan pada bongkar muat barangMelakukan pengarahan dan peletakan bahan serta barangMelakukan cek perlengkapan gudang dan alat - alat yang menunjang pekerjaan gudanJob RequirementLaki - Laki dengan usia Min. 28-35 TahunPendidikan minimal S1 segala jurusan (Namun lebih disukai dari jurusan komputer, teknik, dan Administrasi)Memiliki pengalaman kerja 2 Tahun pada admin gudangMemahami dan menguasai komputer (Khususnya Micrsofoft Office)Memiliki disiplin waktu, kejujuran, dan Tanggung JawabLaki - Laki dengan usia Min. 28-35 TahunPendidikan minimal S1 segala jurusan (Namun lebih disukai dari jurusan komputer, teknik, dan Administrasi)Memiliki pengalaman kerja 2 Tahun pada admin gudangMemahami dan menguasai komputer (Khususnya Micrsofoft Office)Memiliki disiplin waktu, kejujuran, dan Tanggung JawabRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-gudang/7a320882-a556-4b99-91e3-ae7338c9c6a0?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/281ff1804f4b70252c04e61e25b190ac.jpg
Dispatcher,Draco Group,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Dispatcher at Draco GroupKualifikasi DispatcherPendidikan Minimal SMA/SMK.Pengalaman 1-2 tahun di bidang transportasi/logistik.Komunikasi baik.Manajemen waktu dan organisasi.Penguasaan perangkat lunak transportasi dan GPS.Proaktif, mampu bekerja di bawah tekanan, dan baik dalam multitasking.Jobdesk DispatcherKoordinasi Pengiriman: Mengatur dan memastikan pengiriman sesuai jadwal.Pemantauan: Memantau posisi kendaraan dan memberikan laporan.Komunikasi: Berkomunikasi dengan supir dan klien.Pengaturan Rute: Mengoptimalkan rute untuk efisiensi.Penyelesaian Masalah: Menangani masalah selama pengiriman.Administrasi: Mengelola dokumen dan catatan pengiriman.Read Less",https://glints.com/id/en/opportunities/jobs/dispatcher/9739f367-c8b9-4953-a37c-12161c17968f?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/99aebd959248cef3c32c1dd2e2935d32.jpg
Driver Eksekutif,Borneo Pasifik Global,Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,3 - 5 years of experience,"Job description for Driver Eksekutif at Borneo Pasifik GlobalJob DescriptionsMengantarkan dan menjemput direksi ke berbagai pertemuan, acara, atau tujuan lainnya dengan tepat waktuMenjaga kerahasiaan terkait perjalanan dan aktivitas direksiMelakukan pemeriksaan rutin pada kendaraan dan Mengatur jadwal servis dan perbaikan kendaraan jika diperlukan.Memastikan kesiapan kendaraan sebelum perjalanan (BBM, kebersihan, dll).Menjaga catatan perjalanan dan laporan kendaraan juga mengelola dokumen penting terkait kendaraan dan perjalanan.Job RequirementsMemiliki SIMA A yang validMemiliki pengalaman sebagai driver eksekutif, khususnya yang pernah melayani level direktur/CEO.Memiliki pengetahuan yang baik mengenai jalanan di Jakarta dan memiliki kemampuan untuk menggunakan aplikasi Google Maps. Fleksibel dalam waktu kerja dan bersedia bekerja pada akhir pekan.Read Less",https://glints.com/id/en/opportunities/jobs/driver-eksekutif/99d462e0-50b4-4ce6-93a6-af930dad5ffd?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/23cd0393755dbe248b3c51288696ef65.jpg
driver,PT Putra Alam Teknologi,Supply Chain & Logistics,Internship · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for driver at PT Putra Alam TeknologiKualifikasi :Pendidikan minimal SMA/SMK/SederajatWajib memiliki sim BI atau BI umumPengalaman sebagai Driver sim B1/BII minimal 2 tahunPengalaman mengendarai mobil L300, Canter, Engkel single/double, thermokingTidak memiliki riwayat penyakit berat , mata normalMemahami mengenai rambu berkendara lalu lintasBersedia ditempatkan di Jababeka, cikarang utaraRead Less",https://glints.com/id/en/opportunities/jobs/driver/669b2203-57a2-4298-a239-9069a090525c?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9113922ab2660307ecf154171499d51e.png
Staff Gudang,Cha Cha Rica,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Staff Gudang at Cha Cha RicaJob Deskripsi : Memastikan barang bagus dan tidak rijek sebelum diberikan ke team bagian packing dan harus dipastikan kembali barang yang dikasih keteam packing udah sesuai dengan resiSyaratPriaPendidikan SMA/SMKUsia max. 30 ThnMemahami pengoperasian androidBerdomisili di kapuk dan sekitarnya (Jakarta Utara)Bisa bekerja sama dengan timMinimal sudah harus mempunyai pengalaman 1 – 2 tahun ke atasJujur, teliti, kreatif, komunikatif, tanggung jawab dan cermatRead Less",https://glints.com/id/en/opportunities/jobs/staff-gudang/6700faa0-3593-4c2b-bdd7-a483579029bf?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5b398995ccaed558cdab092a7ea22774.jpg
Supervisor Gudang,PT Menara Berkat Plastindo,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Supervisor Gudang at PT Menara Berkat PlastindoMemastikan aktifitas di gudang sesuai SOP yang berlakuBertanggung jawab atas stok yang ada di gudangMemberikan arahan kepada tim gudang agar pekerjaan berjalan dengan lancarMembuat laporan harianBersedia bekerja Senin-SabtuRead Less,https://glints.com/id/en/opportunities/jobs/supervisor-gudang/3f7deb33-edb8-4ee5-817a-ddcf8ea3cb52?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bc7b53b797d1d3ddab74938a0a67a740.png
Staff Gudang,CV. Satria Naga Utama,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,Less than a year of experience,"Job description for Staff Gudang at CV. Satria Naga UtamaKARYAWAN GUDANGJob Desk :Menyusun barang sesuai ketentuanMengawasi dan mengontrol barang yang masuk dan keluarMelakukan pengecekan pada barang yang diterima dan menandatangani surat penerimaan barangMempersiapkan pengiriman barang sesuai Delivery OrderMemastikan aktivitas keluar masuk barang berjalan lancar	Pengalaman: Keterampilan organisasi yang baikMampu bekerja sama dalam tim, berkoordinasi dengan divisi lain dan klienKeahlian: Bisa mengoperasikan forkliftMemiliki kemampuan berhitung yang baikSyarat: PriaJujur dan telitiBersedia untuk kontrak kerja minimum 1 tahunMemiliki fisik yang kuatRead Less",https://glints.com/id/en/opportunities/jobs/staff-gudang/d821dd38-fbd7-4992-aaf1-44b8015e1b58?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2b56f1f8654321efb94af7bc1921635f.png
Helper Gudang,CV Sumber Jaya,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Helper Gudang at CV Sumber Jaya1. Bekerja Keras2. Membantu produksi dalam menyiapkan bahan3. Cekatan, Rapi, dan dapat mengatur stock gudang dengan baik",https://glints.com/id/en/opportunities/jobs/helper-gudang/e9a450a7-d6d5-4708-9e08-ac186e66f15f?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c52c74f94214d066a8093b14271baaf4.jpg
Sopir Pribadi,PT OKE BALI INTERNATIONAL TRAVEL,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Sopir Pribadi at PT OKE BALI INTERNATIONAL TRAVELBertanggung jawab Pekerja keras JujurRamah & sopan Semangat bekerja Tidak suka mengeluhRead Less,https://glints.com/id/en/opportunities/jobs/sopir-pribadi/6ba38574-681b-4528-b3c5-cf744b31774c?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d1185eb617576db6f2d62a88b92a01f5.png
Driver showroom (serabutan),CV Citra Mandiri Mobil,Supply Chain & Logistics,Part-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Driver showroom (serabutan) at CV Citra Mandiri MobilJob DescriptionsDriver serabutanMengendarai mobil showroom untuk dipindahkan sesuai posisinyaMemastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin.Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.Job RequirementsLaki-laki, usia 26-43 tahunMemiliki pengalaman menyetir mobil premium seperti BMW, Mercedez Benz, Porsche, AlphardBersifat bukan Mobile, stay di showroomMemiliki SIM (Surat Izin Mengemudi) yang validPengalaman sebagai driver atau posisi serupa diutamakan.Bersedia tes drive sebelum bekerjaPengetahuan tentang peraturan lalu lintas dan keselamatan berkendara.Memiliki sikap bertanggung jawab dan disiplin dalam menjaga jadwal.Kemampuan komunikasi yang baik dan mampu berinteraksi dengan baik dengan orang lain.Read Less",https://glints.com/id/en/opportunities/jobs/driver-showroom-serabutan/39b05b69-efb5-468e-b7b0-cd0d19d6f6a9?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6740db7c1880779075789bcfdcb7c0d2.jpeg
Kepala Divisi Trucking,PT Surya Buana Sentosa,Supply Chain & Logistics,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Kepala Divisi Trucking at PT Surya Buana SentosaKualifikasi :Usia Maximal 40 TahunPendidikan Minimal S1 (Di Utamakan S1 Teknik)Pengalaman Minimal 2 Tahun sebagai Kepala Divisi Trucking / LogisticPaham dan mengerti pengurusan TruckingMemiliki Leadership, komunikasi yang baikMampu melakukan perjalanan dinas / kunjungan ke satelit yang dikelolaDapat bergabung secepatnyaPenempatan PerakTanggung Jawab :Bertanggung jawab akan semua aktifitas trucking / armada (SDM dan Armada) yang dihandleBertanggung jawab akan progres pemenuhan driver / sopir (Sopir Batangan & Sopir Cadangan) sesuai dengan kebutuhanBertanggung jawab akan progres target Zero Laka, Zero Truck OffMampu menemukan dan memecahkan masalah yang terjadi dilapanganMampu bekerja secara individu dan team secara target perusahaanRead Less",https://glints.com/id/en/opportunities/jobs/kepala-divisi-trucking/509a8263-f021-4222-9eb1-73906173f6c4?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/74ee578591e253df71577cd40fd6b8cb.jpg
Supir Truk,PT Naga Semut,Supply Chain & Logistics,Full-Time · On-site,Minimum Secondary School,3 - 5 years of experience,Job description for Supir Truk at PT Naga SemutKualifikasi :PriaPendidikan minimal SMP/SMA/SMKUmur minimal 26 tahun maksimal 45 tahun.Mempunyai SIM B2 UmumBerpengalaman sebagai sopir Wingbox sangat diutamakanTerbiasa melakukan perjalanan luar kotaJujur dan bertanggung jawabSehat Jasmani dan rohaniDomisili sekitar Kebumen diutamakanSiap bekerja segeraRead Less,https://glints.com/id/en/opportunities/jobs/supir-truk/1d5478dc-6c68-4304-bfd0-e5d8eda1c8bb?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0d155b24e4cf11630c67702b97c5cf51.png
DRIVER,PT. Dharma Karyatama Mulia,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for DRIVER at PT. Dharma Karyatama MuliaKualifikasi:
- Usia 25-40 th
- Pendidikan min SMA/Sederajat
- Memiliki SIM A aktif
- Berpengalaman membawa user (Ekspadriat Jepang lebih disukai)
- Kemampuan komunikasi dan pelayanan yang baik
- Mengetahui dasar perbaikan seperti ganti ban, sikring, dll
- Memahami arti panel cek engine di dashboard
- Jujur, disiplin, dan bertanggung jawabRead Less",https://glints.com/id/en/opportunities/jobs/driver/934b6840-169f-400b-a186-4e82605e7f31?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ad6ef707abf0ee2e666e5f5603578d9c.png
Supir Taksi,Pool Blue Bird Pondok Labu,Supply Chain & Logistics,Full-Time · On-site,Minimum Primary School,null,Job description for Supir Taksi at Pool Blue Bird Pondok LabuDeskripsi pekerjaan  : 1. Menjemput dan mengantar Tamu sampai dengan tujuan2. Mencari orderan online3. Melayani Tamu sebaik mungkinPersyaratan  : 1. Pria/Wanita 2. Ktp dan SIM aktif Min A3. Usia minimal 23 maksimal 55 tahun4. Tidak bertatto atau Tindik5. Memiliki hp android RAM minimal 3 GB6. Paham penggunaan Aplikasi GoogleMapRead Less,https://glints.com/id/en/opportunities/jobs/supir-taksi/ebe22fc3-bca5-41f1-b181-bc7ef54399e9?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/55c5fa56ea74ce63970e8b0c15f0dc02.jpeg
Driver Mobil Pemadam Kebakaran,PT. Megalopolis Manunggal Industrial Development (MM2100 Industrial Town),Supply Chain & Logistics,Contract · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,Job description for Driver Mobil Pemadam Kebakaran at PT. Megalopolis Manunggal Industrial Development (MM2100 Industrial Town)1. Memiliki SIM B12. Tubuh Proporsional3. Tidak Buta Warna4. Lulusan Min. SLTA/SMK5. Pengalaman min. 1 tahun6. Usia Max. 35 tahun7. Tinggi Badan min. 160 cmRead Less,https://glints.com/id/en/opportunities/jobs/driver-mobil-pemadam-kebakaran/dfb23a10-6328-4b48-a08c-feb6429a2a7d?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/135d2c1b7563fae94000543e1740917d.jpeg
Supir Logistik (Semarang),PT. United Friends Indonesia,Supply Chain & Logistics,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Supir Logistik (Semarang) at PT. United Friends IndonesiaKualifikasi :PriaPendidikan minimal SMA sederajatMemiliki pengalaman sebagai Logistic Driver minimal 1 tahunUsia maksimal 38 tahunMemiliki minimal SIM B1 aktifMengerti kerusakan mobil secara umumMenguasai area Semarang dan sekitarnyaDisiplin, jujur, dan bertanggung jawabDiutamakan berdomisili di SemarangRead Less",https://glints.com/id/en/opportunities/jobs/supir-logistik-semarang/94fe0603-429b-4cd1-974d-65a24d1dbb1e?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6011454361f42803052bb296362e694e.png
Produksi Sortir,PT. ANEKA PLASTINDO INDUSTRI,Supply Chain & Logistics,Daily · On-site,Minimum Primary School,null,Job description for Produksi Sortir at PT. ANEKA PLASTINDO INDUSTRIDeskripsi PekerjaanMelakukan Pemilahan Sortir Warna Botol Limbah berdasarkan JenisnyaKualifikasi-Wanita-Usia Maksimal 40 Tahun-Memiliki KTP dan Kartu Keluarga-Tidak Buta Warna-Bersedia bekerja 3 Shift-Mau bekerja kotor-kotoran (limbah botol plastik)-Domisili sekitar Bayur Periuk TangerangBoleh melamar langsung ke PT. Aneka Plastindo Industri (lihat maps google)Read Less,https://glints.com/id/en/opportunities/jobs/produksi-sortir/f2f09792-f476-493b-8283-7649c2ab5e64?utm_referrer=explore&traceInfo=a9f6d6c3-d79a-4ed4-ad8f-e20fb1843ddc,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/aebbedf29af4315ff8a3ab5d18443176.png
